"name","enabled","OperatingSystem"
"MCSDCWIN16-508","False","Windows Server 2016 Standard"
"CACDBSDC01","True","Windows Server 2012 R2 Standard"
"WMSDC01","False","Windows Server 2012 R2 Standard"
"DPNCAPPSDC02","False","Windows Server 2016 Standard"
"MCWDCWIN10-502","False","Windows 10 Enterprise"
"WMSDC03","False","Windows Server 2012 R2 Standard"
"MCSDCWIN16-510","False","Windows Server 2016 Standard"
"CACSDC04","True","Windows Server 2012 R2 Standard"
"MCSDCWIN16-502","False","Windows Server 2016 Standard"
"SQSDC-03","False","Windows Server 2016 Standard"
"DCCAWS01A","True","Windows Server 2016 Standard"
"SFAWS02b","True","Windows Server 2016 Standard"
"SFAWS02A","True","Windows Server 2016 Standard"
"SFAWS01A","True","Windows Server 2016 Standard"
"DCCAWS01B","True","Windows Server 2016 Standard"
"PPNCCOMSDC01","True","Windows Server 2016 Standard"
"MCAWSWin16-2A","True","Windows Server 2016 Standard"
"MCAWSWin16-3b","True","Windows Server 2016 Standard"
"SFAWS01b","True","Windows Server 2016 Standard"
"MCAWSWin16-2b","True","Windows Server 2016 Standard"
"PPNCAPPSDC01","True","Windows Server 2016 Standard"
"VACC05W21","False","Windows 10 Enterprise"
"OSCARTESTBOX","False","Windows Server 2016 Standard"
"MCAWSWin16-1B","True","Windows Server 2016 Standard"
"CACSDC01","True","Windows Server 2012 R2 Standard"
"SDCSAN2","False","Windows Server 2016 Standard"
"MCAWSWin16-3A","True","Windows Server 2016 Standard"
"SYNSDC01","True","Windows Server 2019 Standard"
"RXSPOS2","True","Windows 7 Professional"
"MCWDCWIN16-503","False","Windows Server 2016 Standard"
"PINFRA-CLST","True","Windows Server 2016 Standard"
"VESDC-01","False","Windows Server 2016 Standard"
"WIN16MASTER","False","Windows Server 2016 Standard"
"dcwdc-02","False","Windows Server 2016 Standard"
"CS47106W16","True","Windows 10 Enterprise"
"TMSDC01","False","Windows Server 2012 R2 Standard"
"MCWDCWIN10-501","False","Windows 10 Enterprise"
"WH429W21","True","Windows 10 Enterprise"
"IT352GAW20","True","Windows 10 Enterprise"
"dcwdc-01","False","Windows Server 2016 Standard"
"MCWDCWIN16-504","False","Windows Server 2016 Standard"
"VEWDC-01","True","Windows Server 2016 Standard"
"SVSDC01","True","Windows Server 2012 R2 Standard"
"MCSDCWIN16-503","False","Windows Server 2016 Standard"
"MCSDCWIN16-504","False","Windows Server 2016 Standard"
"vwits01","True","Windows Server 2016 Standard"
"PINFRAWDC02","False","Windows Server 2016 Standard"
"sqwdc-02","False","Windows Server 2016 Standard"
"SP01PMVWI","True","Windows Server 2012 R2 Standard"
"sfwdc-02","False","Windows Server 2016 Standard"
"PINFRAWDC01","True","Windows Server 2016 Standard"
"WMSDC05","False","Windows Server 2012 R2 Standard"
"MCWDCWIN16-501","False","Windows Server 2016 Standard"
"SFsdc-01","False","Windows Server 2016 Standard"
"VCWDC01","True","Windows Server 2012 R2 Standard"
"hpojennyx19","True","Mac OS X"
"PINFRA-PROD","True","Windows Server 2016 Standard"
"vcsdc01","False","Windows Server 2012 R2 Standard"
"MCSDCWIN10-503","False","Windows 10 Enterprise"
"hpostudentam19","False","Mac OS X"
"METWDC01","False","Windows Server 2016 Standard"
"DPNCWDC04","False","Windows Server 2016 Standard"
"PPNCTMPSDC01","False","Windows Server 2016 Standard"
"MININT-1QVKEK4","False","Windows 10 Enterprise"
"MININT-8G3L0UL","False","Windows 10 Enterprise"
"SOSDC01","False","Windows Server 2019 Standard"
"FILAT5486W21","False","Windows 10 Enterprise"
"VACC09W21","False","Windows 10 Enterprise"
"VACC11W21","False","Windows 10 Enterprise"
"VACC19W21","False","Windows 10 Enterprise"
"WMSDC06","False","Windows Server 2012 R2 Standard"
"CS47108W16","True","Windows 10 Enterprise"
"CS47117W16","True","Windows 10 Enterprise"
"CS47120W16","True","Windows 10 Enterprise"
"MCBODW22","False","Windows 10 Enterprise"
"2BTESTB","True","Windows 10 Enterprise"
"CS47102W16","True","Windows 10 Enterprise"
"CS47103W16","True","Windows 10 Enterprise"
"CS47104W16","True","Windows 10 Enterprise"
"CS47109W16","True","Windows 10 Enterprise"
"CS47111W16","True","Windows 10 Enterprise"
"CS47122W16","True","Windows 10 Enterprise"
"CS47114W16","True","Windows 10 Enterprise"
"DAGSDC01","True","Windows Server 2016 Standard"
"MCBOAW22","True","Windows 10 Enterprise"
"VEWDC-02","True","Windows Server 2016 Standard"
"sqwdc-01","False","Windows Server 2016 Standard"
"THESPACEPC01","False","Windows 7 Enterprise"
"MC214BF","True","Windows 10 Enterprise"
"CS47110W16","True","Windows 10 Enterprise"
"WS202W15","True","Windows 10 Enterprise"
"CS1217W17","True","Windows 10 Enterprise"
"GAL532W17","True","Windows 10 Enterprise"
"RYANT1700W18","True","Windows 10 Enterprise"
"PNCISEDC02","False","Windows Server 2012 R2 Standard"
"PNCISEDC01","False","Windows Server 2012 R2 Standard"
"vwisy03","False","Windows Server 2008 R2 Enterprise"
"PNC-STANDBY01","False","Windows Server? 2008 Enterprise"
"vwisy02","False","Windows Server 2008 R2 Enterprise"
"VWISY04","False","Windows Server 2012 R2 Standard"
"CWSDC05","False","Windows Server 2012 R2 Standard"
"pswdc-01","False","Windows Server 2016 Standard"
"pswdc-02","False","Windows Server 2016 Standard"
"PSsdc-01","False","Windows Server 2016 Standard"
"PSsdc-02","False","Windows Server 2016 Standard"
"WV357WV7","False","Windows 7 Enterprise"
"shcitmac27","False","Mac OS X"
"LCSDC01-WDC","False","Windows Server 2016 Standard"
"medlibw17","False","Windows 10 Enterprise"
"SENTRY1SDC","False","Windows Server 2016 Standard"
"CSLAPAKINOLAW18","False","Windows 10 Enterprise"
"admin474hmac","False","Mac OS X"
"SQWDCH01","False","Windows Server 2016 Standard"
"MCWDCWIN10-504","False","Windows 10 Enterprise"
"MCWDCWIN10-505","False","Windows 10 Enterprise"
"MCWDCWIN10-507","False","Windows 10 Enterprise"
"MCWDCWIN10-508","False","Windows 10 Enterprise"
"MCWDCWIN10-509","False","Windows 10 Enterprise"
"MCWDCWIN10-510","False","Windows 10 Enterprise"
"MCWDCWIN10-511","False","Windows 10 Enterprise"
"MCWDCWIN10-512","False","Windows 10 Enterprise"
"MCWDCWIN10-513","False","Windows 10 Enterprise"
"MCWDCWIN10-514","False","Windows 10 Enterprise"
"MCWDCWIN10-515","False","Windows 10 Enterprise"
"MCWDCWIN10-516","False","Windows 10 Enterprise"
"MCWDCWIN10-517","False","Windows 10 Enterprise"
"MCREW8W18","False","Windows 10 Enterprise"
"mcwdcwin10-503","False","Windows 10 Enterprise"
"hpomacbook1","False","Mac OS X"
"hpostudentbm19","False","Mac OS X"
"hptn33m19","False","Mac OS X"
"NESHIGHWDC01","False","Windows Server 2016 Standard"
"hptn33lpm19","False","Mac OS X"
"hplpjmm693m19","False","Mac OS X"
"ADHP1309W19","False","Windows 10 Enterprise"
"KITCHEN1W19","False","Windows 10 Enterprise"
"KITCHEN2W19","False","Windows 10 Enterprise"
"skwdc01","False","Windows Server 2016 Standard"
"skwdc02","False","Windows Server 2016 Standard"
"CNSDC01","False","Windows Server 2016 Standard"
"IT357W20","False","Windows 10 Enterprise"
"hpstucm19","False","Mac OS X"
"TENABSC01","False","Windows Server 2016 Standard"
"DRDPSDC01","False","Windows Server 2016 Standard"
"LOAN24W20","False","Windows 10 Enterprise"
"MCNC48W20","False","Windows 10 Enterprise"
"LOAN36W20","False","Windows 10 Enterprise"
"MCMO1529W20","False","Windows 10 Enterprise"
"WLLK1407W20","False","Windows 10 Enterprise"
"MRVL38W20","False","Windows 10 Enterprise"
"CSWHY1W20","False","Windows 10 Enterprise"
"WLALB619W20","True","Windows 10 Enterprise"
"PC3AF168W20","False","Windows 10 Enterprise"
"PC4AP50W20","False","Windows 10 Enterprise"
"PNES72601","False","Windows Server 2019 Standard"
"OFSDC01","False","Windows Server 2016 Standard"
"PNESWDC01","False","Windows Server 2019 Standard"
"DAPXYSDC01","False","Windows Server 2016 Standard"
"MCSDCWIN10-505","False","Windows 10 Enterprise"
"MCSDCWIN10-506","False","Windows 10 Enterprise"
"MCSDCWIN10-507","False","Windows 10 Enterprise"
"MCSDCWIN10-508","False","Windows 10 Enterprise"
"MCSDCWIN10-509","False","Windows 10 Enterprise"
"MCSDCWIN10-510","False","Windows 10 Enterprise"
"WIN10ALLISON","False","Windows 10 Enterprise"
"WIN10LOW02","False","Windows 10 Enterprise"
"WIN10LOW03","False","Windows 10 Enterprise"
"WIN10LOW04","False","Windows 10 Enterprise"
"WIN10LOW05","False","Windows 10 Enterprise"
"WIN10LOW06","False","Windows 10 Enterprise"
"MININT-J6E8JI3","False","Windows 10 Enterprise"
"APLKWDC01","False","Windows Server 2019 Standard"
"MININT-99OPTAH","False","Windows 10 Enterprise"
"MININT-KUH20O6","False","Windows 10 Enterprise"
"MININT-ESUARM9","False","Windows 10 Enterprise"
"MININT-4ICN2UT","False","Windows 10 Enterprise"
"MININT-BHOJBFV","False","Windows 10 Enterprise"
"MININT-HJEE2OC","False","Windows 10 Enterprise"
"MININT-MBTAFCR","False","Windows 10 Enterprise"
"MININT-79KIHUP","False","Windows 10 Enterprise"
"MININT-MUMRTRM","False","Windows 10 Enterprise"
"MININT-1H3TPIG","False","Windows 10 Enterprise"
"MININT-C4MIUTN","False","Windows 10 Enterprise"
"FACJFS10WFHW20","False","Windows 10 Enterprise"
"COVIDTEST8W20","False","Windows 10 Enterprise"
"COVIDTEST5W20","False","Windows 10 Enterprise"
"COVIDTEST7W20","False","Windows 10 Enterprise"
"COVIDTEST4W20","False","Windows 10 Enterprise"
"COVIDTEST3W20","False","Windows 10 Enterprise"
"COVIDTEST2W20","False","Windows 10 Enterprise"
"COVIDTEST14W20","False","Windows 10 Enterprise"
"COVIDTEST13W20","False","Windows 10 Enterprise"
"COVIDTEST12W20","False","Windows 10 Enterprise"
"COVIDTEST11W20","False","Windows 10 Enterprise"
"COVIDTEST9W20","False","Windows 10 Enterprise"
"COVIDTEST15W20","False","Windows 10 Enterprise"
"COVIDTEST16W20","False","Windows 10 Enterprise"
"COVIDTEST17W20","False","Windows 10 Enterprise"
"COVIDTEST18W20","False","Windows 10 Enterprise"
"COVIDTEST21W20","False","Windows 10 Enterprise"
"MININT-A9F9J0A","False","Windows 10 Enterprise"
"MININT-VA4F7SF","False","Windows 10 Enterprise"
"MININT-9E9FNTJ","False","Windows 10 Enterprise"
"COVIDLP22W20","False","Windows 10 Enterprise"
"PC3ZSS2004W20","False","Windows 10 Enterprise"
"MININT-4FSMNJV","False","Windows 10 Enterprise"
"PNC-PRODUCT02","False","Windows Server 2019 Standard"
"SYNSDC02","False","Windows Server 2019 Standard"
"VACC08W21","False","Windows 10 Enterprise"
"CSAA6545RDPW20","False","Windows 10 Enterprise"
"MEETING1W21","False","Windows 10 Enterprise"
"BKFD1W21","True","Windows 10 Enterprise"
"MEETING3W21","False","Windows 10 Enterprise"
"PADA77DKTPW21","False","Windows 10 Enterprise"
"PARVM2000DKTPW2","False","Windows 10 Enterprise"
"PAJC8416DKTPW21","False","Windows 10 Enterprise"
"CRCSMB687PCW21","False","Windows 10 Enterprise"
"MRAK90DKTPW21","False","Windows 10 Enterprise"
"MININT-522OV4G","False","Windows 10 Enterprise"
"MCBOEW22","True","Windows 10 Enterprise"
"VACC13W21","False","Windows 10 Enterprise"
"VACC15W21","False","Windows 10 Enterprise"
"CWISLAMW22","True","Windows 10 Enterprise"
"CS35106W16","False","Windows 10 Enterprise"
"dcsdc-02","False","Windows Server 2016 Standard"
"tracis-mac","True","Mac OS X"
"SKSDC01","False","Windows Server 2012 R2 Standard"
"MCWDCWIN10-506","False","Windows 10 Enterprise"
"MCRPC1ZMW19","True","Windows 10 Enterprise"
"VCENTERLAB","False","Windows Server 2012 R2 Standard"
"DPNCWDC05","False","Windows Server 2019 Standard"
"SFWDC-01","False","Windows Server 2016 Standard"
"MCWDCWIN16-505","False","Windows Server 2016 Standard"
"MCSDCWIN16-511","False","Windows Server 2016 Standard"
"sksdc02","False","Windows Server 2016 Standard"
"MC215DW20","True","Windows 10 Enterprise"
"MCRPC2ZMW19","True","Windows 10 Enterprise"
"DPNCAPPSDC01","True","Windows Server 2016 Standard"
"VWM02","True","Windows Server 2016 Standard"
"MCSDCWIN16-512","False","Windows Server 2016 Standard"
"ITOPS01","True","Windows Server 2016 Standard"
"DPNCPXYSDC02","True","Windows Server 2016 Standard"
"CWDB01PMVWI","False","Windows Server 2012 R2 Standard"
"ATSDC02","True","Windows Server 2016 Standard"
"ATSDC01","True","Windows Server 2012 R2 Standard"
"MCSDCWIN16-513","False","Windows Server 2016 Standard"
"PPNC-PRO","True","Windows Server 2016 Standard"
"DPNCCOMSDC01","True","Windows Server 2016 Standard"
"SH01TBVWI","True","Windows Server 2012 R2 Standard"
"QS1SDC01","True","Windows Server 2016 Standard"
"WMSDC04","False","Windows Server 2012 R2 Standard"
"DPNCPXYSDC01","True","Windows Server 2016 Standard"
"MCSDCWIN16-505","False","Windows Server 2016 Standard"
"SFSDC-02","False","Windows Server 2016 Standard"
"MCWDCWIN16-502","False","Windows Server 2016 Standard"
"WMSDC02","False","Windows Server 2012 R2 Standard"
"PPNCPXYSDC01","True","Windows Server 2016 Standard"
"CASWDC01","True","Windows Server 2016 Standard"
"PINFRASDC03","True","Windows Server 2016 Standard"
"PPNCSDC02","False","Windows Server 2016 Standard"
"PPNCPXYSDC02","True","Windows Server 2016 Standard"
"PPNCSDC01","True","Windows Server 2016 Standard"
"mcsdcwin16-507","False","Windows Server 2016 Standard"
"MCSDCWIN16-509","False","Windows Server 2016 Standard"
"OV4LAPTOP","True","Windows 10 Enterprise"
"VACC01W21","False","Windows 10 Enterprise"
"MCWDCWIN16-506","False","Windows Server 2016 Standard"
"MCSDCWIN16-506","False","Windows Server 2016 Standard"
"DPNCWDC03","False","Windows Server 2016 Standard"
"DPNCSDC01","True","Windows Server 2016 Standard"
"DPNC-DEV","True","Windows Server 2016 Standard"
"DPNC-CLST","True","Windows Server 2016 Standard"
"DPNCSDC02","True","Windows Server 2016 Standard"
"dcsdc-01","False","Windows Server 2016 Standard"
"MCAWSWin16-1A","True","Windows Server 2016 Standard"
"DPNC-DEV1","False","Windows Server 2016 Standard"
"PPNC-PRO1","False","Windows Server 2016 Standard"
"IFSSM3961LPW21","False","Windows 10 Enterprise"
"TI462RDPW21","True","Windows 10 Enterprise"
"MC200CW21","True","Windows 10 Enterprise"
"CRCMDJ9638W21","False","Windows 10 Enterprise"
"AD474LW21","True","Windows 10 Enterprise"
"DESKTOP-GL0Q3LU","False","Windows 10 Enterprise"
"PC306AW21","True","Windows 10 Enterprise"
"CRCAC9699W21","False","Windows 10 Enterprise"
"CRCMD5313W21","False","Windows 10 Enterprise"
"CSMMB585W21","False","Windows 10 Enterprise"
"PC305W22","True","Windows 10 Enterprise"
"CSBK58W21","False","Windows 10 Enterprise"
"KITCHEN2W21","False","Windows 10 Enterprise"
"KITCHEN1W21","True","Windows 10 Enterprise"
"MC215AW21","False","Windows 10 Enterprise"
"MCMC8529W21","False","Windows 10 Enterprise"
"726Windows2016","True","Windows Server 2016 Datacenter"
"PSAWS01","True","Windows Server 2019 Standard"
"HyperVCluster726","True","Windows Server 2016 Datacenter"
"PPNCAWSSQLRPT01","False","Windows Server 2019 Standard"
"MININT-FN1I10M","False","Windows 10 Enterprise"
"WLTJ45W19","False","Windows 10 Enterprise"
"PC3LJB396W21","False","Windows 10 Enterprise"
"LONDONW21","False","Windows 10 Enterprise"
"MININT-R7LUS2E","False","Windows 10 Enterprise"
"MININT-P54D9L3","False","Windows 10 Enterprise"
"BUENOSW21","False","Windows 10 Enterprise"
"WELLCAMERAW21","True","Windows 10 Enterprise"
"IT352GSRW21","True","Windows 10 Enterprise"
"PC4EXAMROOMTEST","False","Windows 10 Enterprise"
"ADCMW227W21","False","Windows 10 Enterprise"
"PC4EKGLP1W21","True","Windows 10 Enterprise"
"PC4EKGLP2W21","True","Windows 10 Enterprise"
"MCBT17W22","True","Windows 10 Enterprise"
"MCBT01W22","True","Windows 10 Enterprise"
"MCBT15W22","True","Windows 10 Enterprise"
"MCBT05W22","True","Windows 10 Enterprise"
"MCBT02W22","True","Windows 10 Enterprise"
"OP472CW21","False","Windows 10 Enterprise"
"MCBT16W22","True","Windows 10 Enterprise"
"MCBT13W22","True","Windows 10 Enterprise"
"MCBT06W22","True","Windows 10 Enterprise"
"MCBT18W22","True","Windows 10 Enterprise"
"MCBT04W22","True","Windows 10 Enterprise"
"CRCTW2594W21","False","Windows 10 Enterprise"
"MCBT03W22","True","Windows 10 Enterprise"
"MCBT07W22","True","Windows 10 Enterprise"
"MCBT20W22","True","Windows 10 Enterprise"
"MCBT12W22","True","Windows 10 Enterprise"
"MCBT11W22","True","Windows 10 Enterprise"
"MCBT14W22","True","Windows 10 Enterprise"
"MCBT21W22","True","Windows 10 Enterprise"
"MC203RW21","False","Windows 10 Enterprise"
"MCBT19W22","True","Windows 10 Enterprise"
"CS351AW21","False","Windows 10 Enterprise"
"CS351EW21","False","Windows 10 Enterprise"
"CS351FW21","False","Windows 10 Enterprise"
"CS351GW21","False","Windows 10 Enterprise"
"CS351HW21","False","Windows 10 Enterprise"
"TESTERR","False","Windows 10 Enterprise"
"MRLMB9W21","False","Windows 10 Enterprise"
"CS351IW21","False","Windows 10 Enterprise"
"CS351LW21","True","Windows 10 Enterprise"
"CS351KW21","True","Windows 10 Enterprise"
"CS351JW21","True","Windows 10 Enterprise"
"CS351CW21","False","Windows 10 Enterprise"
"PC3TM3832W21","False","Windows 10 Enterprise"
"PC3CB4897W21","False","Windows 10 Enterprise"
"WL344CW21","True","Windows 10 Enterprise"
"WL344HW21","True","Windows 10 Enterprise"
"MC353GW22","True","Windows 10 Enterprise"
"SSSWG01BW22","True","Windows 10 Enterprise"
"WL344IW21","True","Windows 10 Enterprise"
"WL344DW21","True","Windows 10 Enterprise"
"SPACE1W22","False","Windows 10 Enterprise"
"SPACE2W22","False","Windows 10 Enterprise"
"AD474FD1W22","True","Windows 10 Enterprise"
"AD474GW22","True","Windows 10 Enterprise"
"OP472CW22","True","Windows 10 Enterprise"
"OP472BW22","True","Windows 10 Enterprise"
"ITSR5792LPW22","False","Windows 10 Enterprise"
"CRCSNV208LPW22","False","Windows 10 Enterprise"
"WS202W22","False","Windows 10 Enterprise"
"cs1218w17","True","Windows 10 Enterprise"
"CSKIMMEL806W10","False","Windows 10 Enterprise"
"OPFD1W22","True","Windows 10 Enterprise"
"OPFD2W22","True","Windows 10 Enterprise"
"AIST41LPW22","True","Windows 10 Enterprise"
"CSAS16982LPW22","False","Windows 10 Enterprise"
"MRAK90W22","False","Windows 10 Enterprise"
"PSSLOBBY1W22","False","Windows 10 Enterprise"
"PC3MB8375LPW22","True","Windows 10 Enterprise"
"PC4FD1W22","True","Windows 10 Enterprise"
"PC4FD3W22","True","Windows 10 Enterprise"
"PTSYC299LPW22","True","Windows 10 Enterprise"
"PC4FD2W22","True","Windows 10 Enterprise"
"PC4FD4W22","True","Windows 10 Enterprise"
"OP472DW19","True","Windows 10 Enterprise"
"CSKIMMEL806W22","True","Windows 10 Enterprise"
"BERLINLPW22","False","Windows 10 Enterprise"
"PTFD1W22","True","Windows 10 Enterprise"
"PTFD2W22","True","Windows 10 Enterprise"
"PTRYGLEN01W22","True","Windows 10 Enterprise"
"PT460C1W22","True","Windows 10 Enterprise"
"PT460C2W22","True","Windows 10 Enterprise"
"OV4EXAMW22","False","Windows 10 Enterprise"
"MCJCU9614LPW22","False","Windows 10 Enterprise"
"WLDG1277LPW22","False","Windows 10 Enterprise"
"MCJCU9614LP2W22","False","Windows 10 Enterprise"
"WELLNESSTESTCAM","False","Windows 10 Enterprise"
"CSSEK571LPW22","False","Windows 10 Enterprise"
"WHSLC10006LPW22","False","Windows 10 Enterprise"
"CRCALJ9168LPW22","False","Windows 10 Enterprise"
"WLTZ538LPW22","False","Windows 10 Enterprise"
"MCJS7044LPW22","False","Windows 10 Enterprise"
"WH405W22","False","Windows 10 Enterprise"
"stevetest","False",
"WHMDN2LPW22","False","Windows 10 Enterprise"
"WL344K11W22","True","Windows 10 Enterprise"
"WL344K09W22","True","Windows 10 Enterprise"
"WL344K07W22","True","Windows 10 Enterprise"
"WL344K05W22","True","Windows 10 Enterprise"
"WL344K03W22","True","Windows 10 Enterprise"
"WEBAPPS2016","False","Windows Server 2016 Standard"
"CSSEK571LP2W22","False","Windows 10 Enterprise"
"WLBW1437LPW22","False","Windows 10 Enterprise"
"CRCED1117LPW22","False","Windows 10 Enterprise"
"MININT-6O1OOO4","False","Windows 10 Enterprise"
"FAC352LW22","True","Windows 10 Enterprise"
"FAC352L2W22","False","Windows 10 Enterprise"
"CRCALJ9168W22","False","Windows 10 Enterprise"
"FACAG9277LPW22","False","Windows 10 Enterprise"
"WIN10ONEDRIVE","False","Windows 10 Enterprise"
"WLMF154LPW22","False","Windows 10 Enterprise"
"WLSLS14LPW22","False","Windows 10 Enterprise"
"desktop-r4f09kk","False","Windows 10 Enterprise"
"QIBC3562W22","False","Windows 10 Enterprise"
"IFRL2842W22","False","Windows 10 Enterprise"
"CRCTL2738W22","False","Windows 10 Enterprise"
"MCLKB329LP2W22","False","Windows 10 Enterprise"
"PCKM5318W22","False","Windows 10 Enterprise"
"ITWV235LPW22","True","Windows 10 Enterprise"
"PC324W22","False","Windows 10 Enterprise"
"MR336FW22","True","Windows 10 Enterprise"
"PCAF168LPW22","False","Windows 10 Enterprise"
"SCCM2019W22","True","Windows Server 2019 Standard"
"X1READY0","True","Windows 10 Enterprise"
"MRHA3677LPW22","False","Windows 10 Enterprise"
"CRCAL4685LPW22","True","Windows 10 Enterprise"
"XPS13READY","False","Windows 10 Enterprise"
"SPVT2151LPW22","False","Windows 10 Enterprise"
"MCLKB329LPW22","False","Windows 10 Enterprise"
"PCKB156LPW22","False","Windows 10 Enterprise"
"WLRCS508LPW22","False","Windows 10 Enterprise"
"WLRG4572LPW22","False","Windows 10 Enterprise"
"5510R7","False","Windows 10 Enterprise"
"PTHF20LPW22","True","Windows 10 Enterprise"
"QINIV7154LPW22","False","Windows 10 Enterprise"
"MCBOBW22","True","Windows 10 Enterprise"
"MCKP3223LPW22","False","Windows 10 Enterprise"
"X1WARRANTY","False","Windows 10 Enterprise"
"PTHF20LP1W22","False","Windows 10 Enterprise"
"CS47102W22","False","Windows 10 Enterprise"
"PTGH1290LP1W22","False","Windows 10 Enterprise"
"CS47103W22","False","Windows 10 Enterprise"
"PC341BW22","False","Windows 10 Enterprise"
"CS47104W22","False","Windows 10 Enterprise"
"CS47105W22","False","Windows 10 Enterprise"
"PC3MV1748LP1W22","False","Windows 10 Enterprise"
"CS47106W22","False","Windows 10 Enterprise"
"CS47107W22","True","Windows 10 Enterprise"
"CS47108W22","False","Windows 10 Enterprise"
"CS47109W22","False","Windows 10 Enterprise"
"CS47110W22","False","Windows 10 Enterprise"
"CS47111W22","False","Windows 10 Enterprise"
"CS47112W22","False","Windows 10 Enterprise"
"CS47113W22","False","Windows 10 Enterprise"
"CS47114W22","False","Windows 10 Enterprise"
"CS47115W22","False","Windows 10 Enterprise"
"CS47116W22","False","Windows 10 Enterprise"
"CS351AW22","True","Windows 10 Enterprise"
"CS351CW22","True","Windows 10 Enterprise"
"INLA518LPW22","False","Windows 10 Enterprise"
"CS351EW22","True","Windows 10 Enterprise"
"CS351FW22","True","Windows 10 Enterprise"
"CS351GW22","True","Windows 10 Enterprise"
"MCBT08W22","True","Windows 10 Enterprise"
"MCBT09W22","True","Windows 10 Enterprise"
"CS351IW22","True","Windows 10 Enterprise"
"MCBT10W22","True","Windows 10 Enterprise"
"CRCKN1615W22","False","Windows 10 Enterprise"
"IFTW850LPW22","True","Windows 10 Enterprise"
"PCROGB041W22","True","Windows 10 Enterprise"
"WLAL4685LPW22","True","Windows 10 Enterprise"
"CRCRJK373LPW22","False","Windows 10 Enterprise"
"IT352IW22","True","Windows 10 Enterprise"
"FILL4583LPW22","True","Windows 10 Enterprise"
"MC202BW22","True","Windows 10 Enterprise"
"CSSG7860LPW22","True","Windows 10 Enterprise"
"AD474DW22","True","Windows 10 Enterprise"
"IT352IBW22","True","Windows 10 Enterprise"
"FLUVACC01W22","False","Windows 10 Enterprise"
"FLUVACC02W22","True","Windows 10 Enterprise"
"FLUVACC04W22","False","Windows 10 Enterprise"
"FLUVACC03W22","False","Windows 10 Enterprise"
"FLUVACC05W22","False","Windows 10 Enterprise"
"FLUVACC06W22","False","Windows 10 Enterprise"
"FLUVACC07W22","False","Windows 10 Enterprise"
"CS351HW22","True","Windows 10 Enterprise"
"FLUVACC08W22","False","Windows 10 Enterprise"
"WLTAC405LPW22","True","Windows 10 Enterprise"
"PCAJS375PCW22","True","Windows 10 Enterprise"
"MININT-HKC293N","True","Windows 10 Enterprise"
"MININT-10FERB6","True","Windows 10 Enterprise"
"MININT-I8SJTSJ","True","Windows 10 Enterprise"
"MININT-1K2L9PB","True","Windows 10 Enterprise"
"PC3HOELZS01LPW2","True","Windows 10 Enterprise"
"VEA726-01","True","Windows Server 2019 Standard"
"357TESTENVT","True","unknown"
"WV697WEA","True","Windows 10 Enterprise LTSC"
"2BTESTA","True","Windows 10 Enterprise"
"LENOVOREADY1","True","Windows 10 Enterprise"
"WLFDW22","True","Windows 10 Enterprise"
"MRLMB9LPW22","True","Windows 10 Enterprise"
"5510C","True","Windows 10 Enterprise"
"INSJC8416LPW22","True","Windows 10 Enterprise"
"FLUVACC02BW22","False","Windows 10 Enterprise"
"PTLG102W22","True","Windows 10 Enterprise"
"CS47118W22","True","Windows 10 Enterprise"
